name,Цель,Тип,Страна производитель,Количество в упаковке,Количество порций,"Срок годности, мес.",price,Форма выпуска,Диетические особенности,Подходит для,Ингредиенты,"Вес нетто, г",Минералы,Витамины,Штрихкод,Белок: грамм в 1 порции,"Объем, мл",Материал,Форма креатина,Вид транспортной системы,Вид белка
Crosstrec Amino Box,Восстановление,Аминокислотные комплексы,Польша,30,30.0,,1800,,,,,390.0,,,5902114010850,,,,,,
L-Glutamine Tabs,Нарастить массу,Глютамин,США,50,50.0,,620,,,,,,,,027434001335,,,,,,
L-Glutamine Extreme 1400,Нарастить массу,Глютамин,Польша,400,133.0,,3340,,,,стеарат магния - противослеживающее вещество; желатин - оболочка капсулы.,725.0,,,5901828344985,,,,,,
L-Carnitine 100.000,Сбросить вес,Карнитин (L-карнитин),Германия,1000,100.0,,2550,,,,"Вода, L-карнитин, фруктоза, молочная кислота, сорбат калия, цикламат натрия, ацесульфам калия, натрий сахарин, ароматизаторы.",1135.0,,,4044782380130,,,,,,
Therm L-Carnitine,Сбросить вес,Карнитин (L-карнитин),Польша,90,45.0,,910,,,,"L-карнитин тартат (содержит минимум 67 % L-карнитина), кофеин, тиамин НСl, стеарат магния - заполняющая субстанция, желатин (ингредиент капсулы)",110.0,,,5908264416245,,,,,,
L-Carnitine 6000,Сбросить вес,Карнитин (L-карнитин),Россия,20,140.0,,2400,,,,,,,,4607087123378,,,,,,
Creatine Kapseln,Нарастить массу,Креатин моногидрат,Германия,140,46.0,,870,,,,"креатин моногидрат (86,4%), вегетарианские капсулы целлюлозы, разделяющий агент: трехкальциевый фосфат и магниевые соли жирных кислот.",170.0,,,,,,,,,
Creatine X-treme,Нарастить массу,Креатин моногидрат,Германия,500,100.0,,930,,,,100% креатин моногидрат.,585.0,,,,,,,,,
"Батончики aTech Nutrition Energy Bar+Guarana+Taurine, 50 г 20 штук",Нарастить массу,Батончики,Россия,20,20.0,,40,батончик,,,"Хлопья ржаные,хлопья ячменные,хлопья овсяные, патока крахмальная карамельная, глазурь кондитерская белая (заменитель какао- масла, сахар,сухое молоко, лецитин),изюм, абрикос сушенный,ананас цукаты (ананас, сахар), фруктоза, экстракт гуараны, таурин, кофеин, витаминный премикс 9-14.",1100.0,,,1463001967134,,,,,,
BCAA Fuel Powder,Восстановление,BCAA,США,234,30.0,,1090,,,,"Яблочная кислота, красители натуральные и искусственные, сукралоза, лецитин.",,,,027434041515,,,,,,
BCAA Mega Strong powder,Восстановление,BCAA,Чехия,500,50.0,,2030,,,,,655.0,,,8594073176165,,,,,,
Alpha Amino,Восстановление,Аминокислотные комплексы,США,360,28.0,,1770,,,,"Лимонная кислота, натуральные и искусственные ароматизаторы, диоксид кремния, силикат кальция ,сукралоза, ацесульфам калия, подсолнечный лецитин, FD&amp;amp;C Yellow #5, FD&amp;amp;C Blue Lake #1",,,,810390024094,,,,,,
Aminotool,Восстановление,Аминокислотные комплексы,Италия,120,40.0,,1080,,,,,300.0,,,8053670351745,,,,,,
L-Glutamine,Нарастить массу,Глютамин,США,120,120.0,,1390,,,,,190.0,,,733739000941,,,,,,
Glutamine 1500 мг,Нарастить массу,Глютамин,США,90,45.0,,1500,,,,"целлюлоза, стеариновая кислота, вегетарианским покрытие, кроскармеллоза натрия, стеарат магния, диоксид кремния",215.0,,,733739000934,,,,,,
Creatine Power Rush 3000,Нарастить массу,Креатин транспорт,Россия,180,22.0,,690,,,,,170.0,,,4607055680247,,,,,,
Creatine XS,Нарастить массу,Креатин моногидрат,США,300,60.0,,510,,,,Моногидрат креатина,355.0,,,,,,,,,
Protected Creatine Concentrate,Нарастить массу,Креатин моногидрат,США,144,28.0,,890,,,,"Креатин безводный, гидроксипропилметилцеллюлоза (гипромеллоза), предотвращающее слипание (стеарат магния), стабилизатор (геллановая камедь), краситель (диоксид титана)",175.0,,,5999100003804,,,,,,
BCAA STACK II + EAA,Восстановление,BCAA,Польша,120,40.0,,1410,,,,,305.0,,,5908264416542,,,,,,
Premium ВСАА,Восстановление,BCAA,Польша,400,80.0,,1640,,,,"мальтодекстрин, L-лейцин, L-валин, L-изолейцин, лимонная кислота, вкусовые наполнители",480.0,,,5901947662571,,,,,,
Amino Drink Powder,Восстановление,Аминокислотные комплексы,Германия,500,20.0,,1850,,,,"гидролизат сывороточного белка, лимонная кислота, молочная кислота, L- глютамин, ароматизатор, лейцин, изолейцин, валин, подсластители, краситель.",595.0,,,4044782316917,,,,,,
Branched Chain Amino Acids,Восстановление,BCAA,США,120,30.0,,1590,,,,Желатин (капсула) и стеариновая кислота (растительный источник).,160.0,,,733739000538,,,,,,
Amino Tabs 2200,Восстановление,Аминокислотные комплексы,Россия,325,163.0,,1640,,,,,600.0,,,2000324790562,,,,,,
Amino Powertabs 1600 mg,Восстановление,Аминокислотные комплексы,Германия,300,75.0,,650,,,,"Белковый гидролизат, концентрат соевого белка, гидролизат молочного белка, обезжиренный порошок молочной сыворотки, картофельный крахмал, стабилизатор сульфат кальция, разрыхлитель стеарат магния, трисиликат магния и диоксид кремния, краситель.",,,,126805,,,,,,
L-Carnitine liquid 500 ml,Сбросить вес,Карнитин (L-карнитин),Германия,500,33.0,,0,,,,,,,,2000000025674,,,,,,
L-Carnitine 3600,Сбросить вес,Карнитин (L-карнитин),Германия,1000,160.0,,2300,,,,"Вода, L-карнитин, фруктоза, подкислитель (лимонная кислота), ароматизатор, консервант (сорбат калия Е202, бензонат натрия Е211),подсластители (цикламат натрия Е952, ацесульфам калия Е950 и сахарин натрия Е954",140.0,,,4046918000790,,,,,,
